Entrada,Salida,Customer,Project,Activity,Description,socio,Duration
2017-09-04 13:45:00,2017-09-04 14:30:00,Bitson,Bitson,Gestión Interna,Alta monotributo y facturación en línea @acuervo.,lcolombo,0 days 00:45:00.000000000
2017-09-04 13:00:00,2017-09-04 13:20:00,Bitson,Bitson,Almuerzo,,acuervo,0 days 00:20:00.000000000
2017-09-04 13:00:00,2017-09-04 14:30:00,Bitson,Cromi,Testing,Desarrollo de tests,ddebonis,0 days 01:30:00.000000000
2017-09-04 12:00:00,2017-09-04 13:00:00,Bitson,Bitson,Almuerzo,,ddebonis,0 days 01:00:00.000000000
2017-09-04 11:29:00,2017-09-04 13:00:00,Aptage,Aptage,Operativo,,nespino,0 days 01:31:00.000000000
2017-09-04 11:00:00,2017-09-04 13:00:00,Bitson,Bitson,Capacitación,repasando python (bloque try),acuervo,0 days 02:00:00.000000000
2017-09-04 10:30:00,2017-09-04 11:00:00,Bitson,Bitson,Gestion Contable,Revisión de retiros semanales y mensuales. ,lcolombo,0 days 00:30:00.000000000
2017-09-04 08:00:00,2017-09-04 12:00:00,Bitson,Bitson,Desarrollo,"Cambios en la web (font, imagenes, sliders)",ddebonis,0 days 04:00:00.000000000
2017-09-03 23:18:00,2017-09-04 02:15:00,Aptage,Aptage,Operativo,,nespino,0 days 02:57:00.000000000
2017-09-02 09:00:00,2017-09-02 10:38:00,Bitson,Bitson,Gestión Interna,,cuberti,0 days 01:38:00.000000000
2017-09-01 22:00:00,2017-09-02 02:00:00,ECSA,Beagle SCA,Operativo,"Entendimiento de docopt
Inicio de server de prueba
integracion de docopt con comandos de pytest
tests de replier (coverage 100%)
replier (70% realizado)

",abrunacci,0 days 04:00:00.000000000
2017-09-01 18:12:00,2017-09-01 18:42:00,Aptage,Aptage,Operativo,,nespino,0 days 00:30:00.000000000
2017-09-01 17:09:00,2017-09-01 18:12:00,Bitson,Bitson,Capacitación,,nespino,0 days 01:03:00.000000000
2017-09-01 16:10:00,2017-09-01 18:10:00,Bitson,Bitson,Capacitación,,hbrunacci,0 days 02:00:00.000000000
2017-09-01 16:03:00,2017-09-01 17:09:00,Aptage,Aptage,Operativo,,nespino,0 days 01:06:00.000000000
2017-09-01 14:05:00,2017-09-01 16:10:00,Bitson,Bitson,Capacitación,,hbrunacci,0 days 02:05:00.000000000
2017-09-01 14:01:00,2017-09-01 16:03:00,Bitson,Bitson,Capacitación,,nespino,0 days 02:02:00.000000000
2017-09-01 14:00:00,2017-09-01 18:13:00,Bitson,Bitson,Gestión Interna,SCRUM FC,abrunacci,0 days 04:13:00.000000000
2017-09-01 14:00:00,2017-09-01 18:00:00,Bitson,Bitson,Gestión Interna,Reunion Fer Claverino,ddebonis,0 days 04:00:00.000000000
2017-09-01 14:00:00,2017-09-01 18:20:00,Bitson,Bitson,Capacitación,Capacitación ágil.,lcolombo,0 days 04:20:00.000000000
2017-09-01 14:00:00,2017-09-01 18:00:00,Bitson,Bitson,Capacitación,scrum,acuervo,0 days 04:00:00.000000000
2017-09-01 13:39:00,2017-09-01 14:01:00,Aptage,Aptage,Operativo,,nespino,0 days 00:22:00.000000000
2017-09-01 13:21:00,2017-09-01 14:00:00,ECSA,Beagle SCA,Operativo,dummy server,abrunacci,0 days 00:39:00.000000000
2017-09-01 13:20:00,2017-09-01 14:00:00,Bitson,Bitson,Almuerzo,,hbrunacci,0 days 00:40:00.000000000
2017-09-01 13:02:00,2017-09-01 13:21:00,Bitson,Bitson,Almuerzo,,abrunacci,0 days 00:19:00.000000000
2017-09-01 13:00:00,2017-09-01 13:30:00,Bitson,Bitson,Almuerzo,,ddebonis,0 days 00:30:00.000000000
2017-09-01 12:30:00,2017-09-01 13:00:00,Bitson,Bitson,Almuerzo,,acuervo,0 days 00:30:00.000000000
2017-09-01 11:30:00,2017-09-01 12:10:00,Bitson,Bitson,Reunion,"Julian (hno ministerio)
",hbrunacci,0 days 00:40:00.000000000
2017-09-01 11:30:00,2017-09-01 12:05:00,Aptage,Aptage,Operativo,,nespino,0 days 00:35:00.000000000
2017-09-01 10:30:00,2017-09-01 14:32:00,Bitson,Bitson,Gestión Interna,,cuberti,0 days 04:02:00.000000000
2017-09-01 10:30:00,2017-09-01 13:02:00,ECSA,Beagle SCA,Operativo,,abrunacci,0 days 02:32:00.000000000
2017-09-01 10:15:00,2017-09-01 12:30:00,Bitson,Bitson,Capacitación,retomando python(decoradores)/ejercicios,acuervo,0 days 02:15:00.000000000
2017-09-01 10:05:00,2017-09-01 11:30:00,Bitson,Bitson,Instalación,preparar entorno p/ fw de Rabbit,hbrunacci,0 days 01:25:00.000000000
2017-09-01 10:00:00,2017-09-01 13:00:00,Bitson,Bitson,Capacitación,JEST,ddebonis,0 days 03:00:00.000000000
2017-09-01 09:55:00,2017-09-01 10:05:00,Bitson,Bitson,Gestión Legal,Búsqueda de datos para juicios,hbrunacci,0 days 00:10:00.000000000
2017-08-31 17:20:00,2017-08-31 18:00:00,Bitson,Bitson,Gestión Interna,Control de tareas.,lcolombo,0 days 00:40:00.000000000
2017-08-31 17:00:00,2017-08-31 17:20:00,Bitson,Bitson,Instalación,Configuración de teclado mecánico en i5. Configuración de i3wm.,lcolombo,0 days 00:20:00.000000000
2017-08-31 16:25:00,2017-08-31 18:15:00,ECSA,Beagle SCA,Operativo,,abrunacci,0 days 01:50:00.000000000
2017-08-31 16:20:00,2017-08-31 17:00:00,ECSA,Beagle SCA,Gestión operativa,Coordinación con @abrunacci. Le pedí que haga un server de prueba. Verificamos conexión con el lector mifare que no funcionaba.,lcolombo,0 days 00:40:00.000000000
2017-08-31 15:00:00,2017-08-31 16:20:00,Bitson,Bitson,Reunion,Reunion con Ale y Leo por sistema de andes,ddebonis,0 days 01:20:00.000000000
2017-08-31 15:00:00,2017-08-31 15:30:00,Bitson,Bitson,Instalación,preparacion entorno para dejar de manera estable el desarrollo de los firmwares rabbit,hbrunacci,0 days 00:30:00.000000000
2017-08-31 15:00:00,2017-08-31 16:27:00,Bitson,Bitson,Capacitación,"instalando cositas, probando comandos terminal..",acuervo,0 days 01:27:00.000000000
2017-08-31 15:00:00,2017-08-31 16:24:00,Andes Líneas Aéreas,Venta Charters,Operativo,,abrunacci,0 days 01:24:00.000000000
2017-08-31 15:00:00,2017-08-31 16:20:00,Andes Líneas Aéreas,Venta Charters,Presupuesto,Reunión con @abrunacci y @ddebonis para la definición de la propuesta de Andes.,lcolombo,0 days 01:20:00.000000000
2017-08-31 14:20:00,2017-08-31 15:00:00,Bitson,Cromi,Reunion,Definición PO y Equipo.,lcolombo,0 days 00:40:00.000000000
2017-08-31 14:19:00,2017-08-31 17:21:00,Aptage,Aptage,Operativo,,nespino,0 days 03:02:00.000000000
2017-08-31 14:00:00,2017-08-31 15:00:00,Bitson,Cromi,Reunion,"SCRUM TRAINING
",abrunacci,0 days 01:00:00.000000000
2017-08-31 14:00:00,2017-08-31 15:00:00,Bitson,Bitson,Reunion,,acuervo,0 days 01:00:00.000000000
2017-08-31 14:00:00,2017-08-31 15:00:00,Bitson,Cromi,Reunion,Scrum,hbrunacci,0 days 01:00:00.000000000
2017-08-31 14:00:00,2017-08-31 15:00:00,Bitson,Cromi,Reunion,Scrum CROMI,ddebonis,0 days 01:00:00.000000000
2017-08-31 13:50:00,2017-08-31 14:00:00,Bitson,Bitson,Operativo,"Comprando cables de protoboard para reconectar la beagle
",abrunacci,0 days 00:10:00.000000000
2017-08-31 13:15:00,2017-08-31 13:50:00,Aptage,Aptage,Operativo,Revisión de mails,nespino,0 days 00:35:00.000000000
2017-08-31 13:15:00,2017-08-31 14:00:00,Cise,Silver Rabbit,Mantenimiento,"Existe un informe que si bien tiene datos en la base, no devuelve. Se verifica que esto es porque la tabla certificates esta vacia. se va a verificar en el archivo de importacion a que se puede deber esto.
",hbrunacci,0 days 00:45:00.000000000
2017-08-31 12:50:00,2017-08-31 14:00:00,Bitson,Cromi,Testing,Desarrollo tests react,ddebonis,0 days 01:10:00.000000000
2017-08-31 12:45:00,2017-08-31 13:50:00,ECSA,Beagle SCA,Desarrollo,"Beagle FW:
Intentando que al leer la segunda tarjeta habilite el paso correctamente.
",abrunacci,0 days 01:05:00.000000000
2017-08-31 12:30:00,2017-08-31 12:50:00,Bitson,Bitson,Almuerzo,,ddebonis,0 days 00:20:00.000000000
2017-08-31 12:30:00,2017-08-31 13:05:00,Bitson,Bitson,Almuerzo,,hbrunacci,0 days 00:35:00.000000000
2017-08-31 12:30:00,2017-08-31 12:50:00,Bitson,Bitson,Almuerzo,,acuervo,0 days 00:20:00.000000000
2017-08-31 12:04:00,2017-08-31 12:30:00,Bitson,Bitson,Gestión Interna,"Charla sobre Jucios con Pablo.
Mails al respecto
contacto con los posibles testigos",hbrunacci,0 days 00:26:00.000000000
2017-08-31 12:00:00,2017-08-31 12:45:00,Bitson,Bitson,Almuerzo,Almuerzo,abrunacci,0 days 00:45:00.000000000
2017-08-31 11:59:00,2017-08-31 12:03:00,Cise,Silver Rabbit,Mantenimiento,"Revision de BAse de datos Postgres para chequear existencia de los datos migrados
",hbrunacci,0 days 00:04:00.000000000
2017-08-31 10:30:00,2017-08-31 12:30:00,Bitson,Bitson,Capacitación,"-familiarizarme con el front de Cromi jugando un poco.
-revisando comandos en la terminal (basado en material que me paso Lean hace un tiempo).
-me vi en la necesidad de instruirme un poco para entender algunos conceptos básicos del back.",acuervo,0 days 02:00:00.000000000
2017-08-31 10:10:00,2017-08-31 11:56:00,Bitson,Bitson,Gestión Comercial,"Respuesta mail Pablo Uriburu por viamonte
Resumen de encuentro de CCBorges
Recopilacion de info y armado de Planilla de Cta Corriente de Ecsa
Envio de mails con planilla y propuesta a Ecsa de utilizar Scrum",hbrunacci,0 days 01:46:00.000000000
2017-08-31 10:00:00,2017-08-31 12:00:00,ECSA,Beagle SCA,Desarrollo,"Beagle FW:
Intentando que al leer la segunda tarjeta habilite el paso correctamente.",abrunacci,0 days 02:00:00.000000000
2017-08-31 09:40:00,2017-08-31 11:51:00,Bitson,Bitson,Gestión Interna,,cuberti,0 days 02:11:00.000000000
2017-08-31 09:30:00,2017-08-31 10:30:00,Bitson,Bitson,Gestión Interna,Respuesta mails internos.,lcolombo,0 days 01:00:00.000000000
2017-08-31 08:00:00,2017-08-31 12:30:00,Bitson,Cromi,Testing,Desarrollo y capacitacion de unit tests,ddebonis,0 days 04:30:00.000000000
2017-08-30 22:39:00,2017-08-30 23:24:00,Aptage,Aptage,Operativo,,nespino,0 days 00:45:00.000000000
2017-08-30 17:45:00,2017-08-30 17:50:00,Bitson,Bitson,Gestión Comercial,respuesta mail de Pablo Uriburu,hbrunacci,0 days 00:05:00.000000000
2017-08-30 17:00:00,2017-08-30 18:30:00,ECSA,Beagle SCA,Operativo,Asistencia a @abrunacci con el registro de paso,lcolombo,0 days 01:30:00.000000000
2017-08-30 16:45:00,2017-08-30 19:03:00,Aptage,Aptage,Operativo,,nespino,0 days 02:18:00.000000000
2017-08-30 16:24:00,2017-08-30 16:48:00,Bitson,Bitson,Instalación,,hbrunacci,0 days 00:24:00.000000000
2017-08-30 16:20:00,2017-08-30 16:23:00,Cise,Silver Rabbit,Operativo,se montaron las base de datos en SQL - se regeneraron SP que arman la migraicon,hbrunacci,0 days 00:03:00.000000000
2017-08-30 15:48:00,2017-08-30 16:20:00,Cise,Silver Rabbit,Operativo,comienza con revisión de datos en DB,hbrunacci,0 days 00:32:00.000000000
2017-08-30 15:45:00,2017-08-30 16:15:00,Bitson,Kairos,Reunion,Hangout con @candimann x Tabla de Contribución Marginal de Ganancia.,lcolombo,0 days 00:30:00.000000000
2017-08-30 14:30:00,2017-08-30 15:00:00,Bitson,Bitson,Gestión Interna,Estimación horas Andes.,lcolombo,0 days 00:30:00.000000000
2017-08-30 14:30:00,2017-08-30 16:30:00,Bitson,Bitson,Capacitación,"cromi, funcionando. (front)
",acuervo,0 days 02:00:00.000000000
2017-08-30 14:13:00,2017-08-30 16:02:00,Aptage,Aptage,Operativo,,nespino,0 days 01:49:00.000000000
2017-08-30 14:00:00,2017-08-30 16:00:00,Bitson,Bitson,Capacitación,testing react,ddebonis,0 days 02:00:00.000000000
2017-08-30 14:00:00,2017-08-30 18:30:00,ECSA,Beagle SCA,Desarrollo,Intentando resolver problema de no deteccion de paso en beagle fw,abrunacci,0 days 04:30:00.000000000
2017-08-30 13:45:00,2017-08-30 14:00:00,Bitson,Cromi,Desarrollo,Ayudando a Ale en la instalacion de cromi,abrunacci,0 days 00:15:00.000000000
2017-08-30 13:30:00,2017-08-30 14:10:00,Bitson,Bitson,Capacitación,"agregando  prerequisites que Ale edito en la CONTRIBUTING domi.

quedo domi-back funcionando!

",acuervo,0 days 00:40:00.000000000
2017-08-30 13:10:00,2017-08-30 13:30:00,Bitson,Bitson,Almuerzo,,acuervo,0 days 00:20:00.000000000
2017-08-30 13:00:00,2017-08-30 14:00:00,Bitson,Bitson,Almuerzo,,ddebonis,0 days 01:00:00.000000000
2017-08-30 13:00:00,2017-08-30 14:00:00,Bitson,Bitson,FIT,Acompañar a Ceci a depositar. Compra de esponja para lavar platos. Asistencia instalación Domi Male. Revisión de mails.,nespino,0 days 01:00:00.000000000
2017-08-30 12:45:00,2017-08-30 13:45:00,Bitson,Bitson,Almuerzo,,abrunacci,0 days 01:00:00.000000000
2017-08-30 12:30:00,2017-08-30 13:00:00,Bitson,Bitson,Capacitación,Revisión de material para encuentro #2 de capacitación ágil. Consulta a Fer.,lcolombo,0 days 00:30:00.000000000
2017-08-30 11:00:00,2017-08-30 12:00:00,Bitson,Bitson,Gestión Interna,Organización de mails pendientes. Control de tareas. Coordinación con @cuberti. Búsqueda de balance 2016. ,lcolombo,0 days 01:00:00.000000000
2017-08-30 10:20:00,2017-08-30 12:45:00,ECSA,Beagle SCA,Desarrollo,Revisión de lógica de controlador,abrunacci,0 days 02:25:00.000000000
2017-08-30 10:10:00,2017-08-30 13:10:00,Bitson,Bitson,Capacitación,"docker, me causo muchos problemas, con todo eso me ayudo Ale",acuervo,0 days 03:00:00.000000000
2017-08-30 09:45:00,2017-08-30 10:00:00,Bitson,Bitson,Gestión Interna,"Lectura de Mails Fer Clavelino

Mails internos",hbrunacci,0 days 00:15:00.000000000
2017-08-30 09:40:00,2017-08-30 14:20:00,Bitson,Bitson,Gestión Interna,,cuberti,0 days 04:40:00.000000000
2017-08-30 08:40:00,2017-08-30 09:15:00,Bitson,Bitson,Gestión Comercial,"Envío de mails
- Kamenawa
- Coordinar entrevista Mariano Vicente
- Mail hora soporte remoto ECSA armado de OT

",hbrunacci,0 days 00:35:00.000000000
2017-08-30 08:00:00,2017-08-30 13:00:00,Bitson,Cromi,Desarrollo,Refactor (habia que acomodar codigo viejo),ddebonis,0 days 05:00:00.000000000
2017-08-29 16:00:00,2017-08-29 18:15:00,Bitson,Bitson,Reunion,Reunion con Andes,ddebonis,0 days 02:15:00.000000000
2017-08-29 15:45:00,2017-08-29 18:00:00,Andes Líneas Aéreas,Venta Charters,Reunion,Reunión comercial con Andes.,lcolombo,0 days 02:15:00.000000000
2017-08-29 15:15:00,2017-08-29 17:00:00,Bitson,Bitson,Capacitación,"funciono el entorno virtual, quedo todo listo para seguir con el docker.",acuervo,0 days 01:45:00.000000000
2017-08-29 14:45:00,2017-08-29 16:43:00,Aptage,Aptage,Operativo,,nespino,0 days 01:58:00.000000000
2017-08-29 14:35:00,2017-08-29 15:45:00,Kairos - Totem,Osmedica,Reunion,Reunión con @candimann y @skajms por Brief de soporte y desarrollo para osmédica.,lcolombo,0 days 01:10:00.000000000
2017-08-29 14:30:00,2017-08-29 16:00:00,Bitson,Bitson,Gestión Comercial,"charla con Deveecoop por soporte de Kairos
",hbrunacci,0 days 01:30:00.000000000
2017-08-29 14:15:00,2017-08-29 15:12:00,Bitson,Bitson,Capacitación,"todo en domi:
instalando git-flow
instalando virtualenv",acuervo,0 days 00:57:00.000000000
2017-08-29 14:08:00,2017-08-29 14:14:00,Bitson,Bitson,Almuerzo,,hbrunacci,0 days 00:06:00.000000000
2017-08-29 14:00:00,2017-08-29 14:35:00,Bitson,Bitson,Gestión Interna,Asistencia a @acuervo con instalación de paquetes y back de Cromi. Arreglo Internet en Alsina.,lcolombo,0 days 00:35:00.000000000
2017-08-29 13:30:00,2017-08-29 16:00:00,Bitson,Bitson,Capacitación,JEST,ddebonis,0 days 02:30:00.000000000
2017-08-29 13:00:00,2017-08-29 14:00:00,Bitson,Bitson,Tramite ,"Tramite personal Banco
Reacomodar cables para qu eno se apague mas el server
Levantar el server
",hbrunacci,0 days 01:00:00.000000000
2017-08-29 13:00:00,2017-08-29 13:30:00,Bitson,Bitson,Almuerzo,,ddebonis,0 days 00:30:00.000000000
2017-08-29 13:00:00,2017-08-29 15:00:00,ECSA,Sigas SCA,Desarrollo,Fix bug dashboard,abrunacci,0 days 02:00:00.000000000
2017-08-29 12:45:00,2017-08-29 13:15:00,Bitson,Bitson,Almuerzo,,acuervo,0 days 00:30:00.000000000
2017-08-29 12:32:00,2017-08-29 13:00:00,Bitson,Bitson,Almuerzo,,hbrunacci,0 days 00:28:00.000000000
2017-08-29 11:30:00,2017-08-29 12:00:00,Bitson,Bitson,Gestión Interna,Charla con @cuberti sobre criterios de organización dentro de bitson.,lcolombo,0 days 00:30:00.000000000
2017-08-29 11:15:00,2017-08-29 12:10:00,Bitson,Bitson,Gestión Interna,,abrunacci,0 days 00:55:00.000000000
2017-08-29 11:09:00,2017-08-29 12:45:00,Bitson,Bitson,Capacitación,"retomando configuración de la nueva máquina, clonando repositorio de domi, solucionando problemas varios(instalación de cositas).",acuervo,0 days 01:36:00.000000000
2017-08-29 11:00:00,2017-08-29 13:00:00,Bitson,Cromi,Entorno de desarrollo,Capacitacion para hacer test del front.,ddebonis,0 days 02:00:00.000000000
2017-08-29 10:30:00,2017-08-29 11:30:00,Bitson,Bitson,Gestión Interna,Producción de material gráfico SVG y PNG logotipo.,lcolombo,0 days 01:00:00.000000000
2017-08-29 10:00:00,2017-08-29 12:30:00,Bitson,Bitson,Gestión Comercial,"Respuesta de Batería de Mails LC

Mail Don Bosco
Mail ECSA
",hbrunacci,0 days 02:30:00.000000000
2017-08-29 09:49:00,2017-08-29 12:24:00,Bitson,Bitson,Gestión Interna,,cuberti,0 days 02:35:00.000000000
2017-08-28 20:05:00,2017-08-28 21:46:00,Aptage,Aptage,Operativo,,nespino,0 days 01:41:00.000000000
2017-08-28 19:32:00,2017-08-28 20:05:00,Bitson,Bitson,Capacitación,Django post request vs Angular2 post request,nespino,0 days 00:33:00.000000000
2017-08-28 17:30:00,2017-08-28 17:45:00,Bitson,Bitson,Gestión Comercial,Coordinación reunión Andes. Facturación soporte on-site La Renga 26/08.,lcolombo,0 days 00:15:00.000000000
2017-08-28 17:00:00,2017-08-28 17:30:00,Bitson,Bitson,Instalación,Instalación Headset en i5. Configuración por default con i3wm.,lcolombo,0 days 00:30:00.000000000
2017-08-28 16:30:00,2017-08-28 17:00:00,Bitson,Bitson,Gestión Comercial,"Lectura de contrato Devecoop-Onapsis. Propuesta para Andes Líneas Aéreas, coordinación de reunión.",lcolombo,0 days 00:30:00.000000000
2017-08-28 16:25:00,2017-08-28 19:25:00,Aptage,Aptage,Operativo,,nespino,0 days 03:00:00.000000000
2017-08-28 16:05:00,2017-08-28 17:05:00,Bitson,Bitson,Capacitación,configurando máquina nueva,acuervo,0 days 01:00:00.000000000
2017-08-28 16:00:00,2017-08-28 16:30:00,Bitson,Bitson,Gestión Interna,Charla interna sobre Agenda bitson. Entrega nueva notebook @acuervo.,lcolombo,0 days 00:30:00.000000000
2017-08-28 14:16:00,2017-08-28 16:25:00,Bitson,Bitson,Gestión Interna,,nespino,0 days 02:09:00.000000000
2017-08-28 14:03:00,2017-08-28 16:03:00,Bitson,Bitson,Reunion,,acuervo,0 days 02:00:00.000000000
2017-08-28 14:00:00,2017-08-28 16:00:00,Bitson,Bitson,Gestión operativa,Reunion semanal.,ddebonis,0 days 02:00:00.000000000
2017-08-28 14:00:00,2017-08-28 16:00:00,Bitson,Bitson,Reunion,Reunión semanal.,lcolombo,0 days 02:00:00.000000000
2017-08-28 14:00:00,2017-08-28 16:00:00,Bitson,Bitson,Reunion,,hbrunacci,0 days 02:00:00.000000000
2017-08-28 13:45:00,2017-08-28 14:00:00,Bitson,Bitson,Instalación,Instalación de nuevas memorias en i5.,lcolombo,0 days 00:15:00.000000000
2017-08-28 13:30:00,2017-08-28 18:00:00,Bitson,Bitson,Instalación,Finalizando de configurar PC,abrunacci,0 days 04:30:00.000000000
2017-08-28 13:00:00,2017-08-28 14:00:00,Bitson,Bitson,Almuerzo,,ddebonis,0 days 01:00:00.000000000
2017-08-28 13:00:00,2017-08-28 13:30:00,Bitson,Bitson,Almuerzo,,abrunacci,0 days 00:30:00.000000000
2017-08-28 12:30:00,2017-08-28 14:00:00,Bitson,Bitson,Gestión Comercial,,hbrunacci,0 days 01:30:00.000000000
2017-08-28 11:00:00,2017-08-28 11:30:00,Bitson,Bitson,Gestión Interna,Revisión mails y orden,nespino,0 days 00:30:00.000000000
2017-08-28 10:00:00,2017-08-28 15:00:00,Bitson,Bitson,Gestión Interna,,cuberti,0 days 05:00:00.000000000
2017-08-28 10:00:00,2017-08-28 13:00:00,Bitson,Bitson,Capacitación,revisar back(domi). tratando de entender el código.,acuervo,0 days 03:00:00.000000000
2017-08-28 10:00:00,2017-08-28 13:00:00,Bitson,Bitson,Instalación,Finalizando de configurar pc,abrunacci,0 days 03:00:00.000000000
2017-08-28 08:00:00,2017-08-28 13:00:00,Bitson,Cromi,Desarrollo,"-Refactor de router
-Solucion de errores",ddebonis,0 days 05:00:00.000000000
2017-08-28 00:00:00,2017-08-28 02:00:00,Bitson,Bitson,Gestión Interna,Manual de marca,lcolombo,0 days 02:00:00.000000000
2017-08-27 22:44:00,2017-08-27 23:59:00,Bitson,Bitson,Gestión Interna,Manual de marca,lcolombo,0 days 01:15:00.000000000
2017-08-27 20:30:00,2017-08-27 22:00:00,Bitson,Bitson,Gestión Interna,Manual de marca,lcolombo,0 days 01:30:00.000000000
2017-08-26 22:00:00,2017-08-27 02:00:00,Bitson,Bitson,Gestión Interna,Manual de marca,lcolombo,0 days 04:00:00.000000000
2017-08-26 16:00:00,2017-08-26 17:30:00,Bitson,Bitson,Gestión Interna,Manual de marca,lcolombo,0 days 01:30:00.000000000
2017-08-26 13:30:00,2017-08-26 22:30:00,ECSA,Sigas SCA,Soporte OnSite,SOporte Onsite La Renga en huracan,hbrunacci,0 days 09:00:00.000000000
2017-08-25 16:45:00,2017-08-25 18:00:00,Bitson,Bitson,Instalación,"Soporte TV 49"".",lcolombo,0 days 01:15:00.000000000
2017-08-25 16:30:00,2017-08-25 16:45:00,Bitson,Bitson,Gestión Interna,Coordinación con @cuberti por pendientes de comunicación (página bitson y cromi). Coordinación @abrunacci y @ddebonis por Proyecto Andes.,lcolombo,0 days 00:15:00.000000000
2017-08-25 16:30:00,2017-08-25 18:30:00,Bitson,Bitson,Orden/Limpieza,"Seteo de entorno 
Armado de base tele
Prueba de tele
Prueba de proyector",abrunacci,0 days 02:00:00.000000000
